STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,link
147,BTG,CTCP Bao bì Tiền Giang,Sản xuất giấy,UPCoM,1190000,https://finance.vietstock.vn/BTG-ctcp-bao-bi-tien-giang.htm
148,BTH,CTCP Chế tạo Biến thế và Vật liệu Điện Hà Nội,"Sản xuất trang thiết bị, dụng cụ điện",UPCoM,25000000,https://finance.vietstock.vn/BTH-ctcp-che-tao-bien-the-va-vat-lieu-dien-ha-noi.htm
149,BTN,CTCP Gạch Tuy Nen Bình Định,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,4465570,https://finance.vietstock.vn/BTN-ctcp-gach-tuy-nen-binh-dinh.htm
150,BTP,CTCP Nhiệt điện Bà Rịa,"Phát, truyền tải và phân phối điện năng",HOSE,60485600,https://finance.vietstock.vn/BTP-ctcp-nhiet-dien-ba-ria.htm
151,BTS,CTCP Xi măng VICEM Bút Sơn,Sản xuất sản phẩm khoáng chất phi kim,HNX,123559858,https://finance.vietstock.vn/BTS-ctcp-xi-mang-vicem-but-son.htm
152,BTT,CTCP Thương mại Dịch vụ Bến Thành,Của hàng hàng hóa tổng hợp,HOSE,13500000,https://finance.vietstock.vn/BTT-ctcp-thuong-mai-dich-vu-ben-thanh.htm
153,BTU,CTCP Công trình Đô thị Bến Tre,Dịch vụ quản lý và tái chế chất thải,UPCoM,3600000,https://finance.vietstock.vn/BTU-ctcp-cong-trinh-do-thi-ben-tre.htm
154,BTV,CTCP Dịch vụ Du lịch Bến Thành,Khách sạn và phòng ở,UPCoM,25000000,https://finance.vietstock.vn/BTV-ctcp-dich-vu-du-lich-ben-thanh.htm
155,BTW,CTCP Cấp nước Bến Thành,"Nước, chất thải và các hệ thống khác",HNX,9360000,https://finance.vietstock.vn/BTW-ctcp-cap-nuoc-ben-thanh.htm
156,BVB,Ngân hàng TMCP Bản Việt,Trung gian tín dụng và các hoạt động liên quan,UPCoM,367090000,https://finance.vietstock.vn/BVB-ngan-hang-tmcp-ban-viet.htm
157,BVG,CTCP GROUP BẮC VIỆT,Sản xuất sản phẩm kim loại tổng hợp,UPCoM,9750948,https://finance.vietstock.vn/BVG-ctcp-group-bac-viet.htm
158,BVH,Tập đoàn Bảo Việt,Bảo hiểm và các hoạt động liên quan,HOSE,742322764,https://finance.vietstock.vn/BVH-tap-doan-bao-viet.htm
159,BVL,CTCP BV Land,Phát triển bất động sản,UPCoM,22000000,https://finance.vietstock.vn/BVL-ctcp-bv-land.htm
160,BVN,CTCP Bông Việt Nam,"Sản xuất sợi, vải",UPCoM,5000000,https://finance.vietstock.vn/BVN-ctcp-bong-viet-nam.htm
161,BVS,CTCP Chứng khoán Bảo Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HNX,72233937,https://finance.vietstock.vn/BVS-ctcp-chung-khoan-bao-viet.htm
162,BWA,CTCP Cấp thoát nước và Xây dựng Bảo Lộc,"Nước, chất thải và các hệ thống khác",UPCoM,2700000,https://finance.vietstock.vn/BWA-ctcp-cap-thoat-nuoc-va-xay-dung-bao-loc.htm
163,BWE,CTCP Nước - Môi trường Bình Dương,"Nước, chất thải và các hệ thống khác",HOSE,192920000,https://finance.vietstock.vn/BWE-ctcp-nuoc-moi-truong-binh-duong.htm
164,BWS,CTCP Cấp nước Bà Rịa - Vũng Tàu,"Nước, chất thải và các hệ thống khác",UPCoM,90000000,https://finance.vietstock.vn/BWS-ctcp-cap-nuoc-ba-ria-vung-tau.htm
165,BXH,CTCP VICEM Bao bì Hải Phòng,Sản xuất giấy,HNX,3012040,https://finance.vietstock.vn/BXH-ctcp-vicem-bao-bi-hai-phong.htm
166,C12,CTCP Cầu 12,Xây dựng công nghiệp nặng và dân dụng,UPCoM,4850000,https://finance.vietstock.vn/C12-ctcp-cau-12.htm
167,C21,CTCP Thế Kỷ 21,Phát triển bất động sản,UPCoM,19336371,https://finance.vietstock.vn/C21-ctcp-the-ky-21.htm
168,C22,CTCP 22,Sản xuất thực phẩm,UPCoM,3550000,https://finance.vietstock.vn/C22-ctcp-22.htm
169,C32,CTCP CIC39,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HOSE,15030145,https://finance.vietstock.vn/C32-ctcp-cic39.htm
170,C47,CTCP Xây dựng 47,Xây dựng công nghiệp nặng và dân dụng,HOSE,27529504,https://finance.vietstock.vn/C47-ctcp-xay-dung-47.htm
171,C4G,CTCP Tập đoàn CIENCO4,Xây dựng công nghiệp nặng và dân dụng,UPCoM,224718202,https://finance.vietstock.vn/C4G-ctcp-tap-doan-cienco4.htm
172,C69,CTCP Xây dựng 1369,"Xây dựng nhà cửa, cao ốc",HNX,30000000,https://finance.vietstock.vn/C69-ctcp-xay-dung-1369.htm
173,C92,CTCP Xây dựng và Đầu tư 492,Xây dựng công nghiệp nặng và dân dụng,HNX,5312920,https://finance.vietstock.vn/C92-ctcp-xay-dung-va-dau-tu-492.htm
174,CAB,CTCP Tổng Công ty Truyền hình Cáp Việt Nam,Phát sóng - Ngoại trừ internet,UPCoM,45745876,https://finance.vietstock.vn/CAB-ctcp-tong-cong-ty-truyen-hinh-cap-viet-nam.htm
175,CAD,CTCP Chế biến và Xuất nhập khẩu Thủy sản Cadovimex,Sản xuất thực phẩm,UPCoM,8799927,https://finance.vietstock.vn/CAD-ctcp-che-bien-va-xuat-nhap-khau-thuy-san-cadovimex.htm
176,CAG,CTCP Cảng An Giang,Hỗ trợ vận tải,HNX,13800000,https://finance.vietstock.vn/CAG-ctcp-cang-an-giang.htm
177,CAN,CTCP Đồ hộp Hạ Long,Sản xuất thực phẩm,HNX,5000000,https://finance.vietstock.vn/CAN-ctcp-do-hop-ha-long.htm
178,CAP,CTCP Lâm Nông sản Thực phẩm Yên Bái,Sản xuất giấy,HNX,5236023,https://finance.vietstock.vn/CAP-ctcp-lam-nong-san-thuc-pham-yen-bai.htm
179,CAT,CTCP Thủy sản Cà Mau,Sản xuất thực phẩm,UPCoM,9748579,https://finance.vietstock.vn/CAT-ctcp-thuy-san-ca-mau.htm
180,CAV,CTCP Dây Cáp điện Việt Nam,"Sản xuất trang thiết bị, dụng cụ điện",HOSE,57600000,https://finance.vietstock.vn/CAV-ctcp-day-cap-dien-viet-nam.htm
181,CBI,CTCP Gang thép Cao Bằng,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,43006366,https://finance.vietstock.vn/CBI-ctcp-gang-thep-cao-bang.htm
182,CBS,CTCP Mía Đường Cao Bằng,Sản xuất thực phẩm,UPCoM,3527925,https://finance.vietstock.vn/CBS-ctcp-mia-duong-cao-bang.htm
183,CC1,Tổng Công ty Xây dựng Số 1 - CTCP,Xây dựng công nghiệp nặng và dân dụng,UPCoM,319674087,https://finance.vietstock.vn/CC1-tong-cong-ty-xay-dung-so-1-ctcp.htm
184,CC4,CTCP Đầu tư và Xây dựng Số 4,"Xây dựng nhà cửa, cao ốc",UPCoM,32000000,https://finance.vietstock.vn/CC4-ctcp-dau-tu-va-xay-dung-so-4.htm
185,CCA,CTCP Xuất nhập khẩu Thuỷ sản Cần Thơ,Sản xuất thực phẩm,UPCoM,15092326,https://finance.vietstock.vn/CCA-ctcp-xuat-nhap-khau-thuy-san-can-tho.htm
186,CCI,CTCP Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Trạm xăng,HOSE,17743865,https://finance.vietstock.vn/CCI-ctcp-dau-tu-phat-trien-cong-nghiep-thuong-mai-cu-chi.htm
187,CCL,CTCP Đầu Tư và Phát triển Đô Thị Dầu khí Cửu Long,Bất động sản,HOSE,47499885,https://finance.vietstock.vn/CCL-ctcp-dau-tu-va-phat-trien-do-thi-dau-khi-cuu-long.htm
188,CCM,CTCP khoáng sản và Xi măng Cần Thơ,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,6199900,https://finance.vietstock.vn/CCM-ctcp-khoang-san-va-xi-mang-can-tho.htm
189,CCP,CTCP Cảng Cửa Cấm Hải Phòng,Hỗ trợ vận tải,UPCoM,2400000,https://finance.vietstock.vn/CCP-ctcp-cang-cua-cam-hai-phong.htm
190,CCR,CTCP Cảng Cam Ranh,Hỗ trợ vận tải,HNX,24501817,https://finance.vietstock.vn/CCR-ctcp-cang-cam-ranh.htm
191,CCT,CTCP Cảng Cần Thơ,Hỗ trợ vận tải,UPCoM,28480000,https://finance.vietstock.vn/CCT-ctcp-cang-can-tho.htm
192,CCV,CTCP Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,1800000,https://finance.vietstock.vn/CCV-ctcp-tu-van-xay-dung-cong-nghiep-va-do-thi-viet-nam.htm
193,CDC,CTCP Chương Dương,Phát triển bất động sản,HOSE,21988716,https://finance.vietstock.vn/CDC-ctcp-chuong-duong.htm
194,CDG,CTCP Cầu Đuống,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,3464995,https://finance.vietstock.vn/CDG-ctcp-cau-duong.htm
195,CDH,CTCP Công trình Công cộng và Dịch vụ Du lịch Hải Phòng,Dịch vụ quản lý và tái chế chất thải,UPCoM,2000000,https://finance.vietstock.vn/CDH-ctcp-cong-trinh-cong-cong-va-dich-vu-du-lich-hai-phong.htm
196,CDN,CTCP Cảng Đà Nẵng,Hỗ trợ vận tải,HNX,99000000,https://finance.vietstock.vn/CDN-ctcp-cang-da-nang.htm
197,CDO,CTCP Tư vấn Thiết kế và Phát triển Đô thị,Bán buôn hàng lâu bền,UPCoM,31504975,https://finance.vietstock.vn/CDO-ctcp-tu-van-thiet-ke-va-phat-trien-do-thi.htm
198,CDP,CTCP Dược phẩm Trung ương Codupha,Bán buôn hàng tiêu dùng,UPCoM,18270000,https://finance.vietstock.vn/CDP-ctcp-duoc-pham-trung-uong-codupha.htm
199,CDR,CTCP Xây dựng Cao su Đồng Nai,Xây dựng công nghiệp nặng và dân dụng,UPCoM,2133271,https://finance.vietstock.vn/CDR-ctcp-xay-dung-cao-su-dong-nai.htm
200,CE1,CTCP Xây dựng và Thiết bị Công nghiệp CIE1,"Sản xuất thiết bị, máy móc",UPCoM,6000000,https://finance.vietstock.vn/CE1-ctcp-xay-dung-va-thiet-bi-cong-nghiep-cie1.htm
201,CEE,CTCP Xây dựng Hạ tầng CII,Xây dựng công nghiệp nặng và dân dụng,HOSE,41500000,https://finance.vietstock.vn/CEE-ctcp-xay-dung-ha-tang-cii.htm
202,CEG,CTCP Tập đoàn Xây dựng và Thiết bị Công nghiệp,"Sản xuất thiết bị, máy móc",UPCoM,3800000,https://finance.vietstock.vn/CEG-ctcp-tap-doan-xay-dung-va-thiet-bi-cong-nghiep.htm
203,CEN,CTCP CENCON Việt Nam,Bán buôn hàng tiêu dùng,UPCoM,11427600,https://finance.vietstock.vn/CEN-ctcp-cencon-viet-nam.htm
204,CEO,CTCP Tập đoàn C.E.O,Phát triển bất động sản,HNX,257339985,https://finance.vietstock.vn/CEO-ctcp-tap-doan-c-e-o.htm
205,CET,CTCP HTC Holding,Sản xuất khác,HNX,6050000,https://finance.vietstock.vn/CET-ctcp-htc-holding.htm
206,CFM,CTCP Đầu tư CFM,Dịch vụ giáo dục,UPCoM,2000000,https://finance.vietstock.vn/CFM-ctcp-dau-tu-cfm.htm
207,CFV,CTCP Cà phê Thắng Lợi,Sản xuất thực phẩm,UPCoM,8096000,https://finance.vietstock.vn/CFV-ctcp-ca-phe-thang-loi.htm
208,CGL,CTCP Thương mại Gia Lai,Bán buôn hàng lâu bền,UPCoM,1880000,https://finance.vietstock.vn/CGL-ctcp-thuong-mai-gia-lai.htm
209,CGV,CTCP Sành sứ Thủy tinh Việt Nam,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,9499956,https://finance.vietstock.vn/CGV-ctcp-sanh-su-thuy-tinh-viet-nam.htm
210,CH5,CTCP Xây dựng Số 5 Hà Nội,"Xây dựng nhà cửa, cao ốc",UPCoM,3732450,https://finance.vietstock.vn/CH5-ctcp-xay-dung-so-5-ha-noi.htm
211,CHC,CTCP Cẩm Hà,Sản xuất các sản phẩm gỗ,UPCoM,4487731,https://finance.vietstock.vn/CHC-ctcp-cam-ha.htm
212,CHP,CTCP Thủy điện Miền Trung,"Phát, truyền tải và phân phối điện năng",HOSE,146912668,https://finance.vietstock.vn/CHP-ctcp-thuy-dien-mien-trung.htm
213,CHS,CTCP Chiếu sáng Công cộng Thành phố Hồ Chí Minh,"Xây dựng nhà cửa, cao ốc",UPCoM,28400000,https://finance.vietstock.vn/CHS-ctcp-chieu-sang-cong-cong-thanh-pho-ho-chi-minh.htm
214,CI5,CTCP Đầu Tư Xây dựng Số 5,Xây dựng công nghiệp nặng và dân dụng,UPCoM,2700000,https://finance.vietstock.vn/CI5-ctcp-dau-tu-xay-dung-so-5.htm
215,CIA,CTCP Dịch vụ Sân bay Quốc tế Cam Ranh,Của hàng hàng hóa tổng hợp,HNX,19709904,https://finance.vietstock.vn/CIA-ctcp-dich-vu-san-bay-quoc-te-cam-ranh.htm
216,CID,CTCP Xây dựng và Phát triển Cơ sở Hạ tầng,Bất động sản,UPCoM,1082000,https://finance.vietstock.vn/CID-ctcp-xay-dung-va-phat-trien-co-so-ha-tang.htm
217,CIG,CTCP COMA 18,Phát triển bất động sản,HOSE,31539947,https://finance.vietstock.vn/CIG-ctcp-coma-18.htm
218,CII,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Xây dựng công nghiệp nặng và dân dụng,HOSE,283304771,https://finance.vietstock.vn/CII-ctcp-dau-tu-ha-tang-ky-thuat-thanh-pho-ho-chi-minh.htm
219,CIP,CTCP Xây lắp và Sản xuất Công nghiệp,Xây dựng công nghiệp nặng và dân dụng,UPCoM,4545000,https://finance.vietstock.vn/CIP-ctcp-xay-lap-va-san-xuat-cong-nghiep.htm
220,CJC,CTCP Cơ điện Miền Trung,"Sản xuất thiết bị, máy móc",HNX,4000000,https://finance.vietstock.vn/CJC-ctcp-co-dien-mien-trung.htm
221,CKA,CTCP Cơ Khí An Giang,Sản xuất sản phẩm kim loại tổng hợp,UPCoM,3286404,https://finance.vietstock.vn/CKA-ctcp-co-khi-an-giang.htm
222,CKD,CTCP Cơ khí Đông Anh LICOGI,Sản xuất sản phẩm kim loại tổng hợp,UPCoM,31000000,https://finance.vietstock.vn/CKD-ctcp-co-khi-dong-anh-licogi.htm
223,CKG,CTCP Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,Phát triển bất động sản,HOSE,86599781,https://finance.vietstock.vn/CKG-ctcp-tap-doan-tu-van-dau-tu-xay-dung-kien-giang.htm
224,CKV,CTCP COKYVINA,Bán buôn hàng lâu bền,HNX,4050000,https://finance.vietstock.vn/CKV-ctcp-cokyvina.htm
225,CLC,CTCP Cát Lợi,Sản xuất đồ uống và thuốc lá,HOSE,26207583,https://finance.vietstock.vn/CLC-ctcp-cat-loi.htm
226,CLG,CTCP Đầu tư và Phát triển Nhà đất COTEC,"Xây dựng nhà cửa, cao ốc",UPCoM,21150000,https://finance.vietstock.vn/CLG-ctcp-dau-tu-va-phat-trien-nha-dat-cotec.htm
227,CLH,CTCP Xi măng La Hiên VVMI,Sản xuất sản phẩm khoáng chất phi kim,HNX,12000000,https://finance.vietstock.vn/CLH-ctcp-xi-mang-la-hien-vvmi.htm
228,CLL,CTCP Cảng Cát Lái,Hỗ trợ vận tải,HOSE,34000000,https://finance.vietstock.vn/CLL-ctcp-cang-cat-lai.htm
229,CLM,CTCP Xuất nhập khẩu Than - Vinacomin,Bán buôn hàng lâu bền,HNX,11000000,https://finance.vietstock.vn/CLM-ctcp-xuat-nhap-khau-than-vinacomin.htm
230,CLW,CTCP Cấp nước Chợ Lớn,"Nước, chất thải và các hệ thống khác",HOSE,13000000,https://finance.vietstock.vn/CLW-ctcp-cap-nuoc-cho-lon.htm
231,CLX,CTCP Xuất nhập khẩu và Đầu tư Chợ Lớn (CHOLIMEX),Bán buôn hàng tiêu dùng,UPCoM,86600000,https://finance.vietstock.vn/CLX-ctcp-xuat-nhap-khau-va-dau-tu-cho-lon-cholimex.htm
232,CMC,CTCP Đầu tư CMC,Bán buôn hàng lâu bền,HNX,4561050,https://finance.vietstock.vn/CMC-ctcp-dau-tu-cmc.htm
233,CMD,CTCP Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,Bán buôn hàng lâu bền,UPCoM,15000000,https://finance.vietstock.vn/CMD-ctcp-vat-lieu-xay-dung-va-trang-tri-noi-that-thanh-pho-ho-chi-minh.htm
234,CMF,CTCP Thực phẩm Cholimex,Sản xuất thực phẩm,UPCoM,8100000,https://finance.vietstock.vn/CMF-ctcp-thuc-pham-cholimex.htm
235,CMG,CTCP Tập đoàn Công nghệ CMC,Các dịch vụ thông tin khác,HOSE,108998883,https://finance.vietstock.vn/CMG-ctcp-tap-doan-cong-nghe-cmc.htm
236,CMI,CTCP CMISTONE Việt Nam,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,15002500,https://finance.vietstock.vn/CMI-ctcp-cmistone-viet-nam.htm
237,CMK,CTCP Cơ khí Mạo Khê - Vinacomin,Bán buôn hàng lâu bền,UPCoM,1432578,https://finance.vietstock.vn/CMK-ctcp-co-khi-mao-khe-vinacomin.htm
238,CMN,CTCP Lương thực Thực phẩm Colusa - Miliket,Sản xuất thực phẩm,UPCoM,4800000,https://finance.vietstock.vn/CMN-ctcp-luong-thuc-thuc-pham-colusa-miliket.htm
239,CMP,CTCP Cảng Chân Mây,Hỗ trợ vận tải,UPCoM,32405415,https://finance.vietstock.vn/CMP-ctcp-cang-chan-may.htm
240,CMS,CTCP Tập Đoàn CMH VIETNAM,Xây dựng công nghiệp nặng và dân dụng,HNX,17200000,https://finance.vietstock.vn/CMS-ctcp-tap-doan-cmh-vietnam.htm
241,CMT,CTCP Công nghệ Mạng và Truyền thông,Viễn thông,UPCoM,8000000,https://finance.vietstock.vn/CMT-ctcp-cong-nghe-mang-va-truyen-thong.htm
242,CMV,CTCP Thương nghiệp Cà Mau,Của hàng hàng hóa tổng hợp,HOSE,18155868,https://finance.vietstock.vn/CMV-ctcp-thuong-nghiep-ca-mau.htm
243,CMW,CTCP Cấp nước Cà Mau,"Nước, chất thải và các hệ thống khác",UPCoM,15534900,https://finance.vietstock.vn/CMW-ctcp-cap-nuoc-ca-mau.htm
244,CMX,CTCP Camimex Group,Sản xuất thực phẩm,HOSE,90817502,https://finance.vietstock.vn/CMX-ctcp-camimex-group.htm
245,CNA,CTCP Tổng Công ty Chè Nghệ An,Trồng trọt,UPCoM,793917,https://finance.vietstock.vn/CNA-ctcp-tong-cong-ty-che-nghe-an.htm
246,CNC,CTCP Công nghệ Cao Traphaco,Bán buôn hàng tiêu dùng,UPCoM,11364325,https://finance.vietstock.vn/CNC-ctcp-cong-nghe-cao-traphaco.htm
247,CNG,CTCP CNG Việt Nam,Phân phối khí đốt thiên nhiên,HOSE,27000000,https://finance.vietstock.vn/CNG-ctcp-cng-viet-nam.htm
248,CNN,CTCP Tư vấn Công nghệ Thiết bị và Kiểm Định Xây dựng - Coninco,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",UPCoM,8800000,https://finance.vietstock.vn/CNN-ctcp-tu-van-cong-nghe-thiet-bi-va-kiem-dinh-xay-dung-coninco.htm
249,CNT,CTCP Tập đoàn CNT,Bán buôn hàng tiêu dùng,UPCoM,40015069,https://finance.vietstock.vn/CNT-ctcp-tap-doan-cnt.htm
250,COM,CTCP Vật tư Xăng Dầu,Trạm xăng,HOSE,14120628,https://finance.vietstock.vn/COM-ctcp-vat-tu-xang-dau.htm
251,CPA,CTCP Cà phê Phước An,Trồng trọt,UPCoM,23627990,https://finance.vietstock.vn/CPA-ctcp-ca-phe-phuoc-an.htm
252,CPC,CTCP Thuốc sát trùng Cần Thơ,"Sản xuất hóa chất, dược phẩm",HNX,4303050,https://finance.vietstock.vn/CPC-ctcp-thuoc-sat-trung-can-tho.htm
253,CPH,CTCP Phục vụ Mai táng Hải Phòng,Dịch vụ chăm sóc thân thể và giặt ủi,UPCoM,4400000,https://finance.vietstock.vn/CPH-ctcp-phuc-vu-mai-tang-hai-phong.htm
254,CPI,CTCP Đầu tư Cảng Cái Lân,Hỗ trợ vận tải,UPCoM,36505000,https://finance.vietstock.vn/CPI-ctcp-dau-tu-cang-cai-lan.htm
255,CQN,CTCP Cảng Quảng Ninh,Hỗ trợ vận tải,UPCoM,75049936,https://finance.vietstock.vn/CQN-ctcp-cang-quang-ninh.htm
256,CQT,CTCP Xi măng Quán Triều VVMI,Sản xuất sản phẩm khoáng chất phi kim,UPCoM,25000000,https://finance.vietstock.vn/CQT-ctcp-xi-mang-quan-trieu-vvmi.htm
257,CRC,CTCP Create Capital Việt Nam,Sản xuất sản phẩm khoáng chất phi kim,HOSE,30000000,https://finance.vietstock.vn/CRC-ctcp-create-capital-viet-nam.htm
258,CRE,CTCP Bất động sản Thế Kỷ,Bất động sản,HOSE,201599557,https://finance.vietstock.vn/CRE-ctcp-bat-dong-san-the-ky.htm
259,CSC,CTCP Tập đoàn COTANA,"Xây dựng nhà cửa, cao ốc",HNX,22816144,https://finance.vietstock.vn/CSC-ctcp-tap-doan-cotana.htm
260,CSI,CTCP Chứng khoán Kiến thiết Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",UPCoM,16800000,https://finance.vietstock.vn/CSI-ctcp-chung-khoan-kien-thiet-viet-nam.htm
261,CSM,CTCP Công nghiệp Cao su Miền Nam,Sản xuất các sản phẩm nhựa và cao su,HOSE,103626467,https://finance.vietstock.vn/CSM-ctcp-cong-nghiep-cao-su-mien-nam.htm
262,CST,CTCP Than Cao Sơn - TKV,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,42846773,https://finance.vietstock.vn/CST-ctcp-than-cao-son-tkv.htm
263,CSV,CTCP Hóa chất Cơ bản Miền Nam,"Sản xuất hóa chất, dược phẩm",HOSE,44200000,https://finance.vietstock.vn/CSV-ctcp-hoa-chat-co-ban-mien-nam.htm
264,CT3,CTCP Đầu tư và Xây dựng Công trình 3,Xây dựng công nghiệp nặng và dân dụng,UPCoM,8000000,https://finance.vietstock.vn/CT3-ctcp-dau-tu-va-xay-dung-cong-trinh-3.htm
265,CT6,CTCP Công trình 6,Xây dựng công nghiệp nặng và dân dụng,UPCoM,6108078,https://finance.vietstock.vn/CT6-ctcp-cong-trinh-6.htm
266,CTA,CTCP Vinavico,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,8454381,https://finance.vietstock.vn/CTA-ctcp-vinavico.htm
267,CTB,CTCP Chế tạo Bơm Hải Dương,"Sản xuất thiết bị, máy móc",HNX,13680000,https://finance.vietstock.vn/CTB-ctcp-che-tao-bom-hai-duong.htm
268,CTC,CTCP Tập đoàn Hoàng Kim Tây Nguyên,"Cửa hàng đồ dùng thể thao, đồ cổ, sách và âm nhạc",HNX,15799926,https://finance.vietstock.vn/CTC-ctcp-tap-doan-hoang-kim-tay-nguyen.htm
269,CTD,CTCP Xây dựng Coteccons,"Xây dựng nhà cửa, cao ốc",HOSE,79255000,https://finance.vietstock.vn/CTD-ctcp-xay-dung-coteccons.htm
270,CTF,CTCP City Auto,Bán lẻ xe hơi và phụ tùng,HOSE,72397776,https://finance.vietstock.vn/CTF-ctcp-city-auto.htm
271,CTG,Ngân hàng TMCP Công Thương Việt Nam,Trung gian tín dụng và các hoạt động liên quan,HOSE,4805750609,https://finance.vietstock.vn/CTG-ngan-hang-tmcp-cong-thuong-viet-nam.htm
272,CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,Xây dựng công nghiệp nặng và dân dụng,HOSE,62999997,https://finance.vietstock.vn/CTI-ctcp-dau-tu-phat-trien-cuong-thuan-idico.htm
273,CTN,CTCP Xây dựng Công trình ngầm,Xây dựng công nghiệp nặng và dân dụng,UPCoM,6958345,https://finance.vietstock.vn/CTN-ctcp-xay-dung-cong-trinh-ngam.htm
274,CTP,CTCP Minh Khang Capital Trading Public,Trồng trọt,HNX,12099992,https://finance.vietstock.vn/CTP-ctcp-minh-khang-capital-trading-public.htm
275,CTR,Tổng Công ty cổ phần Công trình Viettel,Viễn thông,HOSE,92923873,https://finance.vietstock.vn/CTR-tong-cong-ty-co-phan-cong-trinh-viettel.htm
276,CTS,CTCP Chứng khoán Ngân hàng Công thương Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",HOSE,114946811,https://finance.vietstock.vn/CTS-ctcp-chung-khoan-ngan-hang-cong-thuong-viet-nam.htm
